carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading
1.52,Premium,H,SI2,7.6,7.53,4.44,58.7,62,High  
0.61,Ideal,E,VS2,5.46,5.43,3.36,61.7,56,Mid  
0.42,Premium,F,VVS2,4.78,4.82,2.96,61.7,59,Mid  
1.01,Ideal,E,SI2,6.49,6.52,3.98,61.2,54,Mid  
0.7,Fair,F,VS2,5.63,5.58,3.66,65.3,55,Mid  
1.7,Premium,F,SI2,7.64,7.56,4.7,61.8,60,High  
1.26,Very Good,G,VS2,6.88,6.93,4.37,63.3,57,High  
0.56,Very Good,G,VS1,5.37,5.41,3.23,59.9,60,Mid  
1.36,Premium,H,SI2,7.23,7.18,4.38,60.1,56,Mid  
0.32,Premium,H,VS2,4.4,4.35,2.7,61.7,59, Low  
1.36,Ideal,D,VS2,7.18,7.13,4.44,62.1,55,High  
0.3,Premium,D,VVS2,4.39,4.34,2.6,59.6,61,Mid  
0.43,Very Good,G,VVS2,4.84,4.88,2.99,61.7,56, Low  
0.57,Premium,E,SI1,5.42,5.38,3.21,59.4,58,Mid  
0.34,Ideal,F,VVS2,4.47,4.49,2.78,62,54.2, Low  
0.92,Premium,D,SI2,6.21,6.18,3.87,62.5,55,Mid  
1.2,Very Good,F,VS2,6.78,6.71,4.24,62.9,57,High  
1,Fair,F,SI2,6.3,6.19,4.09,65.5,56,Mid  
0.32,Good,D,VS2,4.35,4.42,2.79,63.6,55, Low  
0.39,Ideal,H,SI1,4.68,4.71,2.9,61.8,55, Low  
0.8,Good,H,VS2,5.92,5.82,3.72,63.4,60,Mid  
1,Good,D,SI2,6.29,6.24,4.01,64,59,Mid  
0.5,Premium,G,SI1,5.1,5.06,3.18,62.6,56,Mid  
1.58,Premium,E,SI2,7.54,7.51,4.59,61,60,High  
1.77,Premium,J,SI1,7.83,7.71,4.76,61.3,59,High  
0.3,Premium,E,VS2,4.27,4.3,2.68,62.5,59, Low  
0.53,Ideal,D,SI1,5.19,5.23,3.23,62,57,Mid  
0.35,Ideal,D,SI2,4.53,4.54,2.83,62.4,55, Low  
0.71,Ideal,E,VVS2,5.73,5.8,3.53,61.2,57,Mid  
0.27,Very Good,D,VS1,4.15,4.2,2.52,60.4,59, Low  
1.36,Ideal,F,VVS1,7.13,7.23,4.4,61.3,57,High  
1,Good,H,SI1,6.36,6.42,3.9,61,61,Mid  
3.01,Premium,F,I1,9.24,9.13,5.73,62.2,56,High  
0.31,Good,H,SI1,4.33,4.32,2.75,63.6,57, Low  
1.16,Premium,D,I1,6.74,6.78,4.18,61.8,59,Mid  
1.06,Premium,D,VS2,6.52,6.48,4.05,62.3,59,High  
0.36,Very Good,G,VS1,4.63,4.65,2.85,61.4,55, Low  
2.01,Very Good,F,SI2,7.98,7.89,5.02,63.3,59,High  
0.3,Ideal,E,VS2,4.3,4.34,2.66,61.5,55, Low  
0.41,Ideal,F,IF,4.78,4.83,2.95,61.4,58,Mid  
1,Ideal,I,SI1,6.34,6.42,3.93,61.6,59,Mid  
0.43,Ideal,J,IF,4.87,4.84,3.03,62.4,56, Low  
0.56,Ideal,G,SI2,5.34,5.32,3.25,61,57,Mid  
0.53,Premium,E,VS2,5.31,5.26,3.08,58.3,62,Mid  
0.56,Fair,H,VS2,5.71,5.57,2.97,52.7,70,Mid  
0.57,Premium,J,VS2,5.4,5.33,3.23,60.2,62,Mid  
0.23,Ideal,F,VVS2,3.98,4.02,2.44,61,57, Low  
0.74,Very Good,G,SI2,5.73,5.7,3.62,63.3,57,Mid  
0.83,Ideal,E,SI2,6.02,6.05,3.7,61.3,57,Mid  
1.06,Premium,H,SI1,6.59,6.56,4.01,61,60,Mid  
0.35,Ideal,F,VS2,4.49,4.52,2.82,62.6,56, Low  
0.42,Ideal,D,VS2,4.8,4.84,2.96,61.4,56,Mid  
1.01,Premium,H,VS2,6.45,6.41,3.94,61.3,59,Mid  
1.28,Premium,E,SI2,6.93,6.89,4.32,62.5,58,Mid  
1.58,Very Good,H,SI2,7.36,7.45,4.62,62.4,57,High  
0.4,Very Good,D,VVS2,4.68,4.71,2.92,62.2,62,Mid  
0.4,Ideal,G,VVS2,4.75,4.78,2.97,62.3,54, Low  
0.31,Premium,G,SI1,4.36,4.33,2.7,62.1,58, Low  
0.3,Ideal,I,VVS2,4.25,4.3,2.66,62.2,56, Low  
1.13,Good,D,SI2,6.68,6.63,4,60.7,64,Mid  
0.41,Ideal,G,VS1,4.78,4.8,2.94,61.4,55, Low  
0.41,Premium,J,VS1,4.79,4.75,2.96,62.1,58, Low  
0.7,Very Good,G,VVS2,5.66,5.74,3.43,60.2,61,Mid  
0.71,Very Good,E,VS2,5.73,5.81,3.5,60.7,58,Mid  
1.01,Premium,D,SI1,6.44,6.38,3.95,61.6,62,Mid  
0.36,Ideal,I,IF,4.59,4.61,2.85,62,55, Low  
1.18,Ideal,E,VS1,6.79,6.74,4.22,62.4,54,High  
0.49,Premium,H,SI2,5.17,5.12,3.08,59.9,59,Mid  
0.9,Ideal,G,VS2,6.22,6.19,3.87,62.4,54,Mid  
2.2,Very Good,H,VS2,8.25,8.22,5.21,63.3,58,High  
0.4,Premium,F,SI1,4.72,4.71,2.96,62.8,59, Low  
1.24,Very Good,J,VS1,6.81,6.89,4.27,62.4,59.4,Mid  
0.32,Ideal,H,VS2,4.42,4.44,2.7,60.9,56, Low  
1.02,Premium,H,SI1,6.42,6.34,3.95,61.9,61,Mid  
1.01,Good,E,SI2,6.36,6.32,4.04,63.7,58,Mid  
0.33,Ideal,H,VVS1,4.49,4.52,2.71,60.2,60, Low  
0.92,Ideal,I,VS1,6.24,6.28,3.9,62.3,55,Mid  
1.27,Ideal,F,SI2,6.9,6.95,4.3,62,55,Mid  
1.01,Very Good,F,IF,6.38,6.45,3.97,61.9,59,High  
1.11,Fair,J,SI2,6.44,6.55,4.21,64.8,55.1,Mid  
1.03,Ideal,F,VVS1,6.43,6.5,4.02,62.1,56.3,High  
0.9,Good,H,VS2,6.11,6.14,3.92,64,57,Mid  
0.4,Ideal,D,SI1,4.81,4.77,2.91,60.8,57, Low  
0.32,Ideal,D,VVS1,4.37,4.4,2.71,61.8,56, Low  
0.36,Very Good,E,VS2,4.55,4.59,2.84,62.1,59, Low  
0.58,Ideal,E,SI1,5.33,5.38,3.3,61.6,55,Mid  
0.31,Ideal,G,VVS2,4.35,4.38,2.68,61.4,56, Low  
0.73,Very Good,E,SI1,5.92,5.96,3.43,57.7,61,Mid  
1.51,Very Good,E,SI2,7.15,7.26,4.49,62.3,62,High  
0.4,Very Good,D,VS1,4.66,4.69,2.99,64,57, Low  
1.01,Ideal,J,SI2,6.5,6.45,3.99,61.6,55,Mid  
0.31,Ideal,H,SI1,4.36,4.39,2.69,61.5,56, Low  
0.5,Ideal,D,VS2,5.09,5.05,3.19,62.9,54,Mid  
0.71,Ideal,F,VVS1,5.77,5.8,3.53,61,56,Mid  
0.51,Premium,G,VS2,5.12,5.17,3.15,61.2,60,Mid  
0.41,Very Good,F,VS1,4.76,4.82,2.91,60.8,58,Mid  
0.59,Ideal,G,VVS2,5.41,5.44,3.31,61,57,Mid  
1.13,Premium,H,VS2,6.61,6.66,4.14,62.4,58,Mid  
0.41,Premium,E,SI2,4.83,4.8,2.92,60.6,60, Low  
1,Ideal,G,SI1,6.39,6.32,3.94,62,57,Mid  
1.02,Very Good,F,SI1,6.49,6.55,3.96,60.7,59,Mid  
2.1,Ideal,H,SI1,8.19,8.12,5.13,62.9,57,High  
0.92,Premium,H,SI1,6.19,6.22,3.87,62.4,58,Mid  
0.55,Very Good,G,VVS2,5.39,5.47,3.1,57.1,63,Mid  
0.53,Ideal,D,VS2,5.24,5.17,3.17,60.9,57,Mid  
0.33,Ideal,E,VS1,4.47,4.5,2.73,60.9,57, Low  
1.01,Premium,G,SI1,6.48,6.44,3.96,61.3,59,Mid  
0.51,Premium,G,VS2,5.17,5.11,3.15,61.3,59,Mid  
0.56,Ideal,G,SI1,5.26,5.22,3.3,63,55,Mid  
1.3,Very Good,J,VS2,6.98,6.96,4.41,63.3,57,Mid  
0.58,Premium,E,SI1,5.52,5.39,3.19,58.5,55,Mid  
1.18,Ideal,I,SI2,6.73,6.76,4.2,62.2,57,Mid  
0.41,Premium,D,SI2,4.71,4.73,2.92,61.9,58, Low  
0.9,Ideal,I,SI1,6.16,6.23,3.84,62,56,Mid  
0.99,Ideal,H,SI1,6.44,6.47,3.94,61.1,56,Mid  
1.02,Premium,D,SI2,6.46,6.42,3.95,61.3,62,Mid  
0.4,Premium,E,VS1,4.76,4.72,2.9,61.2,59,Mid  
0.54,Very Good,D,SI1,5.26,5.29,3.18,60.3,61,Mid  
1.04,Ideal,I,SI1,6.49,6.54,4.02,61.7,57,Mid  
0.3,Good,J,VS1,4.23,4.26,2.69,63.4,57, Low  
0.53,Premium,E,VS2,5.22,5.16,3.16,60.9,60,Mid  
0.57,Good,G,VS2,5.28,5.27,3.38,64.1,55,Mid  
0.39,Very Good,F,VVS2,4.7,4.74,2.91,61.7,56, Low  
0.7,Ideal,G,SI1,5.74,5.79,3.49,60.5,57,Mid  
0.5,Premium,D,VS2,5.13,5.08,3.05,59.7,57,Mid  
0.39,Ideal,G,SI2,4.69,4.73,2.92,62,55, Low  
0.9,Good,G,VVS1,6.05,6.02,3.86,64,55,Mid  
1.51,Good,G,VVS2,7.28,7.24,4.63,63.8,59,High  
0.32,Ideal,F,VVS2,4.39,4.41,2.73,62,55, Low  
1.51,Ideal,E,SI1,7.31,7.36,4.56,62.2,56,High  
1.01,Good,H,SI1,6.34,6.38,4.03,63.4,58,Mid  
1.55,Very Good,I,SI1,7.33,7.47,4.59,62,62,High  
0.3,Ideal,F,VS1,4.32,4.35,2.67,61.6,54, Low  
0.77,Ideal,I,VS1,5.87,5.91,3.62,61.5,59,Mid  
1.14,Ideal,G,SI1,6.69,6.66,4.15,62.2,56,Mid  
1.5,Good,E,VS2,7.24,7.2,4.61,63.9,58,High  
0.71,Very Good,D,VS1,5.6,5.66,3.54,62.9,57,Mid  
0.51,Ideal,D,SI2,5.12,5.15,3.21,62.5,55,Mid  
1,Very Good,J,VVS1,6.34,6.29,4.01,63.5,59,Mid  
0.34,Fair,J,SI1,4.38,4.36,2.82,64.5,57, Low  
0.51,Ideal,G,VS1,5.17,5.14,3.2,62.1,55,Mid  
1.08,Very Good,H,SI1,6.62,6.63,4.09,61.8,53,Mid  
1.27,Ideal,I,I1,6.91,6.86,4.29,62.3,56,Mid  
0.56,Ideal,F,VVS2,5.32,5.35,3.25,61.1,57,Mid  
0.77,Good,D,VS2,5.83,5.86,3.69,63.1,57,Mid  
0.73,Very Good,D,VS1,5.72,5.75,3.57,62.2,56,Mid  
1.2,Premium,F,VVS2,6.98,6.87,4.19,60.5,60,High  
0.56,Ideal,D,VS2,5.27,5.31,3.26,61.6,56,Mid  
1.19,Ideal,H,SI2,6.77,6.81,4.21,62,57,Mid  
1.02,Good,G,VS1,6.38,6.42,4.05,63.3,58,High  
0.56,Premium,F,VS2,5.42,5.33,3.25,60.5,59,Mid  
0.39,Very Good,H,VVS2,4.63,4.65,2.88,62.1,58, Low  
0.51,Ideal,G,SI1,5.18,5.22,3.19,61.3,55,Mid  
1.22,Ideal,H,SI1,6.82,6.87,4.24,61.9,55,High  
0.26,Very Good,E,VS2,4.06,4.1,2.58,63.2,56, Low  
1,Ideal,H,I1,6.44,6.41,3.94,61.3,57,Mid  
0.57,Premium,E,SI2,5.32,5.36,3.26,61,60,Mid  
1.25,Premium,H,VS1,7.11,7.05,4.2,59.3,57,High  
0.3,Premium,H,VVS1,4.3,4.27,2.62,61.1,61, Low  
0.38,Ideal,D,VVS1,4.66,4.69,2.88,61.6,55,Mid  
0.9,Fair,E,SI1,6.17,6.22,3.67,59.2,60,Mid  
0.76,Ideal,G,VS2,5.9,5.94,3.63,61.3,56,Mid  
0.33,Ideal,D,VS2,4.5,4.46,2.73,60.9,55,Mid  
0.27,Very Good,G,VVS2,4.13,4.16,2.58,62.4,56, Low  
0.31,Ideal,G,VVS2,4.37,4.41,2.69,61.3,56, Low  
0.9,Premium,D,SI2,6.26,6.24,3.63,58.1,60,Mid  
0.76,Ideal,H,SI1,5.87,5.93,3.62,61.3,55,Mid  
1.04,Ideal,H,VS1,6.43,6.49,4.02,62.2,56.6,Mid  
0.41,Premium,D,VVS2,4.79,4.75,2.95,61.8,58,Mid  
0.75,Very Good,F,SI1,5.8,5.86,3.63,62.3,58,Mid  
0.34,Very Good,E,VS2,4.43,4.45,2.79,62.8,58, Low  
0.38,Very Good,H,VS2,4.66,4.67,2.86,61.5,55, Low  
1.05,Good,E,SI2,6.36,6.43,4.04,63.2,59,Mid  
0.4,Premium,G,SI1,4.68,4.63,2.87,61.7,61, Low  
1.02,Ideal,E,SI2,6.35,6.44,4.01,62.7,57,Mid  
0.32,Ideal,I,VS2,4.43,4.38,2.7,61.3,56, Low  
0.71,Very Good,F,SI1,5.64,5.68,3.53,62.4,58,Mid  
0.25,Very Good,F,VS1,4,4.05,2.5,62.1,58, Low  
0.5,Ideal,G,VVS2,5.02,5.11,3.15,62.2,56,Mid  
0.7,Premium,E,SI2,5.76,5.73,3.48,60.6,59,Mid  
0.99,Fair,J,SI1,6.72,6.67,3.68,55,61,Mid  
1.2,Ideal,G,VS2,6.74,6.81,4.24,62.6,57,High  
0.44,Ideal,G,VVS2,4.94,4.9,3.04,61.8,56,Mid  
0.7,Good,H,SI1,5.59,5.62,3.6,64.2,58,Mid  
1.08,Premium,D,VS2,6.61,6.63,4.05,61.2,60,High  
0.9,Premium,E,SI1,6.34,6.3,3.73,59,59,Mid  
0.45,Fair,F,VS2,4.9,4.75,3.1,64.2,58,Mid  
0.97,Ideal,H,VS2,6.35,6.31,3.98,62.9,56,Mid  
0.31,Very Good,F,VVS1,4.37,4.4,2.69,61.4,56, Low  
0.53,Good,H,SI1,5.15,5.12,3.27,63.7,55,Mid  
1.06,Good,J,VS2,6.43,6.51,4.11,63.5,60.1,Mid  
0.75,Very Good,F,SI1,5.75,5.79,3.66,63.4,58,Mid  
0.41,Premium,F,VS2,4.84,4.79,2.94,61.1,56,Mid  
0.26,Very Good,G,VS1,4.07,4.1,2.53,61.9,56, Low  
0.32,Premium,D,SI1,4.36,4.33,2.72,62.6,58, Low  
0.51,Ideal,E,VS2,5.11,5.07,3.2,62.9,57,Mid  
1.23,Very Good,H,VS2,6.8,6.85,4.26,62.4,58,High  
1.6,Premium,H,VS1,7.47,7.37,4.64,62.5,58,High  
0.31,Ideal,H,VVS1,4.38,4.41,2.72,61.9,55, Low  
0.51,Premium,G,VS2,5.11,5.09,3.18,62.4,57,Mid  
0.56,Ideal,H,SI1,5.28,5.31,3.3,62.3,53,Mid  
0.75,Ideal,G,VVS2,5.85,5.89,3.59,61.3,55,Mid  
0.36,Premium,F,VVS2,4.51,4.55,2.84,62.7,58, Low  
1.31,Ideal,G,VVS1,7.01,7.06,4.3,61.1,57,High  
0.81,Ideal,E,SI2,5.95,5.9,3.73,63,56,Mid  
0.84,Ideal,I,VS1,6.03,6.09,3.72,61.4,57,Mid  
0.4,Very Good,H,VS2,4.81,4.84,2.85,59.1,61, Low  
0.31,Ideal,H,SI1,4.36,4.41,2.69,61.3,55, Low  
1,Good,E,SI2,6.35,6.41,4.05,63.5,54,Mid  
1.01,Good,G,SI1,6.24,6.31,3.97,63.3,59,Mid  
1,Ideal,F,SI2,6.43,6.46,3.95,61.3,56,Mid  
0.5,Ideal,E,SI1,5.08,5.1,3.13,61.5,57,Mid  
0.34,Premium,G,VVS2,4.44,4.49,2.75,61.6,58, Low  
1,Premium,D,SI1,6.49,6.42,3.84,59.5,60,Mid  
0.32,Ideal,E,VS2,4.39,4.41,2.73,62,55, Low  
0.62,Very Good,H,SI1,5.55,5.59,3.35,60.1,61,Mid  
0.52,Ideal,E,SI1,5.1,5.14,3.18,62.1,57,Mid  
1.58,Very Good,H,VVS2,7.56,7.65,4.63,60.9,58,High  
1.01,Fair,E,VS2,6.15,6.1,4,65.3,59,Mid  
0.56,Ideal,G,VS2,5.33,5.29,3.25,61.2,56,Mid  
0.5,Good,G,VVS2,5,5.05,3.21,63.9,58,Mid  
0.71,Ideal,F,SI1,5.69,5.76,3.52,61.5,56,Mid  
0.36,Premium,D,SI2,4.58,4.62,2.76,60,58, Low  
0.33,Premium,D,SI2,4.5,4.48,2.67,59.5,59, Low  
0.5,Ideal,F,VVS2,5.11,5.08,3.14,61.6,56,Mid  
0.42,Ideal,D,VS2,4.76,4.8,2.99,62.6,56, Low  
1.21,Ideal,H,SI1,6.8,6.86,4.25,62.2,54,High  
0.53,Ideal,F,VVS2,5.16,6.2,3.25,62.7,56,Mid  
0.73,Ideal,H,VS2,5.83,5.88,3.57,61,56,Mid  
1.21,Ideal,G,VVS1,6.87,6.93,4.21,61,57,High  
0.57,Very Good,E,VS2,5.25,5.29,3.32,63,59,Mid  
0.41,Ideal,E,SI2,4.81,4.93,2.91,59.8,55, Low  
0.32,Very Good,D,SI1,4.34,4.37,2.73,62.7,57, Low  
1.01,Very Good,H,SI1,6.41,6.37,4.03,63.1,60,Mid  
0.74,Premium,I,SI2,5.8,5.75,3.52,61,60,Mid  
0.7,Premium,G,IF,5.63,5.69,3.52,62.2,58,Mid  
0.9,Ideal,E,SI1,6.15,6.1,3.86,63,56,Mid  
0.25,Very Good,E,VVS2,4.01,4.03,2.52,62.7,59, Low  
1.05,Very Good,J,SI2,6.51,6.59,3.99,60.9,60,Mid  
0.85,Fair,H,I1,6.2,6,3.73,61,61,Mid  
0.32,Very Good,E,SI1,4.36,4.33,2.75,63.3,55, Low  
1.09,Ideal,D,SI1,6.6,6.62,4.15,62.8,54,Mid  
0.31,Ideal,E,VS2,4.34,4.38,2.66,61,56, Low  
0.77,Ideal,I,VVS2,5.84,5.86,3.63,62.1,57,Mid  
0.71,Good,E,SI2,5.75,5.88,3.42,58.8,63,Mid  
1.01,Very Good,F,SI2,6.31,6.36,3.98,62.8,58,Mid  
1.04,Ideal,G,VS2,6.56,6.62,3.99,60.5,57,High  
2.22,Ideal,G,SI2,8.35,8.29,5.21,62.6,57,High  
1.03,Premium,G,SI1,6.66,6.62,3.88,58.4,58,Mid  
0.54,Ideal,F,VS1,5.26,5.32,3.23,61.1,55,Mid  
1.02,Ideal,F,SI2,6.53,6.5,3.95,60.7,56,Mid  
0.86,Ideal,E,SI2,6.22,6.24,3.74,60,56,Mid  
1.01,Ideal,G,VS1,6.6,6.53,3.88,59.1,55,High  
1.21,Premium,G,SI2,6.96,6.9,4.18,60.3,58,Mid  
0.38,Ideal,E,VS2,4.61,4.66,2.87,61.9,57, Low  
0.9,Ideal,F,SI1,6.19,6.21,3.83,61.8,57,Mid  
1.18,Very Good,H,SI1,6.83,6.88,4.11,60.1,59,Mid  
0.41,Premium,G,VVS2,4.82,4.76,2.98,62.2,58,Mid  
1.05,Ideal,F,VVS1,6.57,6.53,4.04,61.6,55,High  
0.57,Ideal,D,VS1,5.36,5.38,3.3,61.5,54,Mid  
0.37,Ideal,E,VS2,4.6,4.55,2.87,62.7,56,Mid  
0.31,Ideal,G,IF,4.37,4.41,2.67,60.7,58, Low  
1.42,Ideal,J,VS2,7.22,7.27,4.47,61.7,56,High  
1.55,Ideal,D,VS2,7.56,7.54,4.54,60.1,58,High  
0.89,Ideal,D,SI2,6.22,6.25,3.79,60.8,56,Mid  
0.74,Ideal,F,VS1,5.79,5.87,3.6,61.7,56,Mid  
1.55,Ideal,G,SI2,7.54,7.51,4.57,60.7,55,High  
1.52,Premium,J,VS1,7.36,7.34,4.56,62,59,High  
1.04,Premium,G,SI1,6.49,6.42,4.04,62.6,55,Mid  
0.42,Ideal,G,VVS1,4.78,4.82,2.94,61.2,57,Mid  
0.38,Very Good,E,VS2,4.67,4.71,2.87,61.2,56, Low  
1.56,Very Good,F,SI1,7.45,7.55,4.55,60.7,59,High  
1.05,Ideal,H,SI2,6.52,6.55,4.04,61.8,58,Mid  
0.65,Ideal,G,IF,5.61,5.65,3.38,60.1,57,Mid  
0.71,Ideal,F,VS1,5.69,5.72,3.53,61.9,56,Mid  
0.25,Very Good,E,VS1,4.1,4.15,2.47,59.9,56, Low  
0.62,Very Good,F,SI2,5.39,5.53,3.45,63.1,52,Mid  
0.8,Premium,G,SI2,5.99,5.96,3.67,61.4,56,Mid  
1.22,Premium,D,VS2,6.97,6.95,4.15,59.6,60,High  
0.54,Premium,F,SI1,5.26,5.2,3.26,62.3,58,Mid  
0.74,Ideal,G,SI1,5.85,5.86,3.59,61.3,55,Mid  
0.3,Premium,H,VS2,4.31,4.28,2.67,62.2,59, Low  
0.72,Good,I,VS1,5.67,5.72,3.53,61.8,61,Mid  
0.7,Premium,E,VS1,5.64,5.59,3.52,62.7,60,Mid  
1,Good,F,VS1,6.17,6.23,4.02,64.8,59,Mid  
0.4,Ideal,F,VVS1,4.74,4.7,2.91,61.7,57,Mid  
0.9,Very Good,F,SI1,6.08,6.11,3.81,62.5,62,Mid  
0.71,Very Good,F,SI1,5.71,5.74,3.5,61.1,57,Mid  
1.09,Ideal,D,SI1,6.57,6.61,4.08,61.9,57,Mid  
0.33,Good,I,SI1,4.36,4.38,2.76,63.2,58, Low  
2.14,Premium,G,SI2,8.4,8.35,5.03,60.1,58,High  
0.31,Premium,H,VVS2,4.29,4.33,2.7,62.6,60, Low  
0.32,Very Good,G,SI2,4.35,4.32,2.75,63.4,55, Low  
1.02,Premium,G,SI1,6.48,6.44,3.94,61,59,Mid  
1.55,Ideal,G,SI1,7.4,7.44,4.58,61.7,57,High  
1.01,Premium,G,SI1,6.35,6.33,3.99,62.9,61,Mid  
0.96,Ideal,G,SI1,6.28,6.24,3.92,62.6,57,Mid  
1.64,Very Good,J,SI2,7.42,7.51,4.71,63,58,High  
0.36,Premium,G,VS1,4.53,4.57,2.83,62.2,59, Low  
1.07,Ideal,G,VS1,6.52,6.58,4.05,61.8,57,High  
0.31,Ideal,I,VS2,4.37,4.4,2.7,61.6,55, Low  
2.11,Premium,J,SI2,8.27,8.2,5,60.7,60,High  
1.45,Very Good,J,SI1,7.16,7.23,4.49,62.4,57,Mid  
1.23,Very Good,F,VS1,7.06,7.09,4.18,59.1,58,High  
1.98,Fair,H,VS1,8.28,8.17,4.8,58.3,69,High  
0.73,Ideal,E,VS2,5.77,5.8,3.57,61.7,57,Mid  
1.33,Premium,G,SI2,7,6.97,4.4,63,59,Mid  
0.41,Ideal,D,SI1,4.83,4.86,2.94,60.7,55, Low  
0.41,Ideal,E,VS1,4.84,4.8,2.96,61.4,55,Mid  
0.71,Good,F,SI1,5.49,5.53,3.65,66.2,55,Mid  
0.34,Premium,H,VS2,4.49,4.46,2.77,61.9,56, Low  
0.57,Very Good,F,SI1,5.28,5.32,3.32,62.6,58,Mid  
0.51,Premium,D,VS2,5.19,5.16,3.11,60.1,59,Mid  
0.73,Ideal,H,SI1,5.79,5.84,3.57,61.5,55,Mid  
0.34,Ideal,G,VS2,4.47,4.5,2.78,62,54, Low  
0.52,Very Good,G,SI1,5.17,5.19,3.14,60.6,61,Mid  
1.02,Premium,H,VS2,6.56,6.49,3.98,61,58,Mid  
0.42,Ideal,H,IF,4.79,4.82,2.99,62.4,57,Mid  
0.71,Very Good,G,VS2,5.7,5.64,3.53,62.3,63,Mid  
0.4,Good,J,VS1,4.66,4.69,2.99,64,56, Low  
1.02,Very Good,G,SI2,6.38,6.4,4.02,62.9,59,Mid  
0.31,Premium,H,IF,4.43,4.41,2.67,60.4,58, Low  
1.11,Ideal,I,SI1,6.61,6.65,4.07,61.4,60,Mid  
0.34,Premium,E,SI1,4.5,4.47,2.77,61.8,58, Low  
0.3,Premium,F,VVS1,4.28,4.24,2.64,62,59,Mid  
0.71,Ideal,F,I1,5.79,5.76,3.47,60.1,57,Mid  
0.54,Ideal,D,VS2,5.24,5.28,3.22,61.2,56,Mid  
0.3,Very Good,D,VS1,4.32,4.34,2.65,61.2,55, Low  
0.34,Ideal,E,VS2,4.45,4.47,2.79,62.6,57, Low  
1.61,Very Good,H,VS2,7.64,7.74,4.57,59.4,58,High  
0.31,Good,F,VS2,4.46,4.51,2.61,58.2,58, Low  
0.3,Ideal,G,IF,4.34,4.36,2.68,61.6,56, Low  
0.81,Premium,I,SI2,5.94,5.9,3.64,61.5,60,Mid  
1,Very Good,G,VVS2,6.21,6.28,4.05,64.9,57,High  
0.57,Good,F,SI1,5.26,5.31,3.34,63.2,55,Mid  
0.51,Ideal,G,SI1,5.13,5.1,3.22,63,53,Mid  
0.91,Ideal,H,SI2,6.31,6.27,3.79,60.3,57,Mid  
1.22,Premium,H,VS1,7.02,6.96,4.12,58.9,59,High  
0.25,Ideal,F,VS1,4.04,4.08,2.48,61.1,58, Low  
0.4,Very Good,D,SI1,4.64,4.67,2.95,63.4,58, Low  
0.51,Ideal,F,VS1,5.13,5.08,3.19,62.5,55,Mid  
0.71,Ideal,H,SI2,5.65,5.75,3.57,62.6,56,Mid  
1.54,Ideal,G,VS1,7.4,7.45,4.6,62,57,High  
2.01,Premium,F,SI2,8.11,8.01,4.94,61.3,61,High  
1.52,Ideal,G,VS1,7.48,7.5,4.47,59.7,57,High  
1.51,Ideal,G,VS2,7.37,7.3,4.54,61.9,57,High  
1.23,Premium,D,VS2,7.03,6.96,4.15,59.3,59,High  
0.96,Fair,F,SI2,6.14,6.12,3.99,65.2,58,Mid  
0.72,Ideal,D,SI1,5.77,5.8,3.57,61.7,55,Mid  
1.51,Premium,J,VS2,7.35,7.31,4.57,62.3,59,High  
0.24,Good,F,VVS2,3.89,3.93,2.54,65,58, Low  
0.23,Good,F,VVS2,3.95,3.99,2.43,61.2,62, Low  
0.49,Premium,G,SI1,5.03,4.98,3.13,62.5,58,Mid  
0.9,Very Good,H,VS1,6.13,6.19,3.85,62.5,56,Mid  
0.4,Very Good,G,VVS2,4.73,4.76,2.9,61.1,58,Mid  
1.32,Ideal,G,VS1,7.09,7.13,4.37,61.4,54,High  
1.01,Premium,F,SI2,6.4,6.39,3.94,61.6,58,Mid  
0.51,Premium,H,SI2,5.18,5.15,3.1,60,62, Low  
1.51,Very Good,H,VS2,7.25,7.28,4.56,62.8,60,High  
1.51,Good,F,SI1,7.35,7.44,4.4,59.5,58,High  
0.41,Ideal,I,VS2,4.81,4.83,2.96,61.4,54, Low  
0.5,Good,D,SI1,5.07,5.1,3.22,63.3,56,Mid  
1.06,Ideal,G,VVS2,6.59,6.56,4.06,61.7,56,High  
0.3,Very Good,G,VVS2,4.24,4.28,2.68,62.9,55, Low  
0.34,Premium,I,SI1,4.56,4.54,2.75,60.4,56, Low  
0.3,Ideal,G,VS2,4.26,4.3,2.65,61.9,57, Low  
0.3,Very Good,I,SI1,4.27,4.3,2.64,61.6,62, Low  
1.5,Good,E,VVS2,7.2,7.13,4.61,64.3,58,High  
1.3,Very Good,J,SI2,6.95,7,4.26,61.1,61,Mid  
0.27,Ideal,I,VS1,4.16,4.19,2.61,62.5,54, Low  
0.54,Ideal,F,SI1,5.23,5.27,3.22,61.3,55,Mid  
0.9,Premium,D,SI2,6.19,6.09,3.86,62.9,56,Mid  
0.3,Ideal,G,VS1,4.35,4.36,2.66,61.1,56, Low  
1,Good,D,SI2,6.54,6.48,3.78,58.1,65,Mid  
0.32,Good,D,SI1,4.38,4.35,2.78,63.7,55, Low  
1.07,Ideal,H,SI2,6.5,6.56,4.1,62.8,56,Mid  
1.01,Ideal,I,SI1,6.54,6.49,3.92,60.2,59,Mid  
1.35,Good,I,SI2,7.33,7.29,4.23,57.9,60,Mid  
0.8,Premium,D,SI1,6.06,6.02,3.59,59.4,55,Mid  
0.3,Ideal,F,VVS1,4.28,4.31,2.65,61.7,57,Mid  
